Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Detecting Standard Library Functions in Obfuscated Code,Intelligent Systems and Applications,,,,10.1007/978-3-031-47724-9_11,Alexander ShroyerD. Martin Swany,2024,https://link.springer.com/chapter/10.1007/978-3-031-47724-9_11,Conference paper
ARM SVE Unleashed: Performance and&#xa0;Insights Across HPC Applications on&#xa0;Nvidia Grace,Euro-Par 2025: Parallel Processing,,,,10.1007/978-3-031-99857-7_3,Ruimin ShiGabin SchiefferMaya GokhalePei-Hung LinHiren PatelIvy Peng,2026,https://link.springer.com/chapter/10.1007/978-3-031-99857-7_3,Conference paper
High-level Programming of Vulkan-based GPUs Through OpenMP,International Journal of Parallel Programming,,,,10.1007/s10766-026-00816-8,Ilias K. KasmeridisVassilios V. Dimakopoulos,2026,https://link.springer.com/article/10.1007/s10766-026-00816-8,Article
Editorial for the special issue on programming models and system software for High-Performance Computing (HPC) environments,CCF Transactions on High Performance Computing,,,,10.1007/s42514-024-00194-y,Jianbin FangJidong ZhaiZheng Wang,2024,https://link.springer.com/article/10.1007/s42514-024-00194-y,Article
Adaptive Parallelism in&#xa0;OpenMP Through Dynamic Variants,High Performance Computing. ISC High Performance 2024 International Workshops,,,,10.1007/978-3-031-73716-9_2,Adrian MuneraGuerau DascaEduardo QuiñonesSara Royuela,2025,https://link.springer.com/chapter/10.1007/978-3-031-73716-9_2,Conference paper
A generalized dual-domain generative framework with hierarchical consistency for medical image reconstruction and synthesis,Communications Engineering,,,,10.1038/s44172-023-00121-z,Jiadong ZhangKaicong SunJunwei YangYan HuYuning GuZhiming CuiXiaopeng ZongFei GaoDinggang Shen,2023,https://link.springer.com/article/10.1038/s44172-023-00121-z,Article
Data preparation and quality for code-centric generative software engineering tasks: a systematic literature review,Frontiers of Computer Science,,,,10.1007/s11704-025-41376-3,Shihao WengYang FengYining YinZhenlun ZhangBaowen Xu,2026,https://link.springer.com/article/10.1007/s11704-025-41376-3,Article
Scope and limitations of heritage-based resilience: some reflections from Nepal,Built Heritage,,,,10.1186/s43238-023-00094-0,Neel Kamal Chapagain,2023,https://link.springer.com/article/10.1186/s43238-023-00094-0,Article
Fuzzing frameworks for server-side web applications: a survey,International Journal of Information Security,,,,10.1007/s10207-024-00979-w,I Putu Arya DharmaadiElias AthanasopoulosFatih Turkmen,2025,https://link.springer.com/article/10.1007/s10207-024-00979-w,Article
<i>Engineering Fronts 2025</i> announced engineering fronts in the fields of <i>Energy and Electrical Science and Technology</i>,ENGINEERING Energy,,,,10.1007/s11708-026-1048-2,Ruiqin LiuLingxiao FuLiang YinYonglin Ju,2026,https://link.springer.com/article/10.1007/s11708-026-1048-2,Article
Quantum One-Way Function,Quantum Nonlinear Function Obfuscation Theory and Application,,,,10.1007/978-981-97-6722-9_8,Tao Shang,2025,https://link.springer.com/chapter/10.1007/978-981-97-6722-9_8,Chapter
Arithmetizing Shape Analysis,Computer Aided Verification,,,,10.1007/978-3-031-98668-0_3,Sebastian WolffEkanshdeep GuptaZafer EsenHossein HojjatPhilipp RümmerThomas Wies,2025,https://link.springer.com/chapter/10.1007/978-3-031-98668-0_3,Conference paper
pi-par: A Dependently-Typed Parallel Language with Algorithmic Skeletons,International Journal of Parallel Programming,,,,10.1007/s10766-025-00794-3,Christopher BrownAdam D. Barwell,2025,https://link.springer.com/article/10.1007/s10766-025-00794-3,Article
Automatic Deep Learning Parallelization for&#xa0;Vector Multicore Chips with&#xa0;the&#xa0;OSCAR Parallelizing and&#xa0;the&#xa0;TVM Open-Source Deep Learning Compiler,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-032-02436-7_7,Fumiaki OnishiRyosei OtakaKazuki FujitaTomoki SuetsuguTohma KawasumiToshiaki KitamuraHironori KasaharaKeiji Kimura,2026,https://link.springer.com/chapter/10.1007/978-3-032-02436-7_7,Conference paper
PDCG-RuleDetector: parameterized data-flow call graphs meet large language models for malicious NPM package detection,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-026-01121-7,He BaiJiaqi ZhangHongHui LiXueliang Fusiya AYali Hao,2026,https://link.springer.com/article/10.1007/s44443-026-01121-7,Article
Enhancing Named Entity Recognition (NER) in Biomedical Texts: BIOBERT on CORD-19 Data set,ICT Systems and Sustainability,,,,10.1007/978-981-97-9523-9_31,Saripudi SuneethaJarubula RamuNeerukonda Kanthi PriyadarsiniThulasi Bikku,2025,https://link.springer.com/chapter/10.1007/978-981-97-9523-9_31,Conference paper
Parameterized quantum random number generators for superconducting quantum hardware: novel architectures and NIST SP 800-22 evaluation under IBM noisy simulators,Scientific Reports,,,,10.1038/s41598-026-51033-9,Ramin SalehiAsad W. MalikMark A. NovotnySamee U. Khan,2026,https://link.springer.com/article/10.1038/s41598-026-51033-9,Article
Improving Fortran Performance Portability,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-030-95953-1_6,Jacob MarksEric MedwedeffOndřej ČertíkRobert BirdRobert W. Robey,2022,https://link.springer.com/chapter/10.1007/978-3-030-95953-1_6,Conference paper
A Stochastic Multi-objective Optimization Approach to Cooperative Task and Route Planning for Heterogeneous UAVs in Uncertain Combat Environments,Arabian Journal for Science and Engineering,,,,10.1007/s13369-026-11300-3,Göktuğ GüngörGonca YıldırımCem KazanS. Kürşat İşleyen,2026,https://link.springer.com/article/10.1007/s13369-026-11300-3,Article
Identifying obfuscated code through graph-based semantic analysis of binary code,Applied Network Science,,,,10.1007/s41109-025-00733-8,Roxane CohenRobin DavidFlorian YgerFabrice Rossi,2025,https://link.springer.com/article/10.1007/s41109-025-00733-8,Article
Towards low-cost lead screening with transmission XRF,Communications Earth & Environment,,,,10.1038/s43247-026-03875-4,Christoph GaßnerJuliane ReisewitzJenna E. ForsythKian Shaker,2026,https://link.springer.com/article/10.1038/s43247-026-03875-4,Article
From High-Level Types to&#xa0;Low-Level Monitors: Synthesizing Verified Runtime Checkers for&#xa0;MAVLink,NASA Formal Methods,,,,10.1007/978-3-032-28079-4_5,Arthur AmorimPaul GazzilloMax TaylorLance Joneckis,2026,https://link.springer.com/chapter/10.1007/978-3-032-28079-4_5,Conference paper
Reengineering of Legacy C++ Programming System,Bio-Inspired Computing,,,,10.1007/978-3-031-78949-6_29,R. N. KulkarniVenkata Sandeep Edara,2025,https://link.springer.com/chapter/10.1007/978-3-031-78949-6_29,Conference paper
Evolving scientific code adaptations with modularization frameworks,Automated Software Engineering,,,,10.1007/s10515-023-00393-x,Pilsung Kang,2023,https://link.springer.com/article/10.1007/s10515-023-00393-x,Article
Ethical perspectives on deployment of large language model agents in biomedicine: a survey,AI and Ethics,,,,10.1007/s43681-025-00847-w,Nafiseh Ghaffar NiaAmin AmiriYuan LuoAdrienne Kline,2025,https://link.springer.com/article/10.1007/s43681-025-00847-w,Article
Software Portability for&#xa0;Computer Algebra,Computer Algebra in Scientific Computing,,,,10.1007/978-3-032-09645-6_16,Arthur C. NormanStephen M. Watt,2026,https://link.springer.com/chapter/10.1007/978-3-032-09645-6_16,Conference paper
"Averting the crisis of unsustainable sand mining in India: Law, governance, and citizen participation",Jindal Global Law Review,,,,10.1007/s41020-025-00255-5,Ajay K PandeyShivangi PriyaGurbani Bhatia,2025,https://link.springer.com/article/10.1007/s41020-025-00255-5,Article
A Study of&#xa0;a&#xa0;Composable Approach to&#xa0;Parallel Programming for&#xa0;Many-Core Multiprocessors,Supercomputing,,,,10.1007/978-3-031-78459-0_21,Vladimir BakhtinNikita KataevAlexander KolganovDmitry ZakharovAlexander SmirnovMikhail Kocharmin,2025,https://link.springer.com/chapter/10.1007/978-3-031-78459-0_21,Conference paper
Code Rejuvenation: From Vector Compiler Intrinsics to Portable Standardized SIMD,International Journal of Parallel Programming,,,,10.1007/s10766-025-00797-0,Daniel Martínez-DaviesSantiago Veigas-RamírezLucía Gallego-TorresJ. Daniel Garcia,2025,https://link.springer.com/article/10.1007/s10766-025-00797-0,Article
"Guidance for ports: security and safety against physical, cyber and hybrid threats",Journal of Transportation Security,,,,10.1007/s12198-021-00234-6,Neil AdamsRichard ChisnallChristopher PickeringStefan SchauerRafael Company PerisIoannis Papagiannopoulos,2021,https://link.springer.com/article/10.1007/s12198-021-00234-6,Article
Diode-based programmable network array (DiProNA) for high-impact reconfigurable instrumentation,Analog Integrated Circuits and Signal Processing,,,,10.1007/s10470-025-02556-0,Erol Can,2026,https://link.springer.com/article/10.1007/s10470-025-02556-0,Article
Performance-Portable Tensor Transpositions in&#xa0;MLIR,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-032-02436-7_9,Mahesh LakshminarasimhanMahesh RavishankarMary HallP. Sadayappan,2026,https://link.springer.com/chapter/10.1007/978-3-032-02436-7_9,Conference paper
Opportunities and Challenges in the Synthesis of Geopolymeric Membranes and Their Application in Wastewater Treatment,Low Cost Ceramic Membranes,,,,10.1007/978-981-96-1602-2_12,Kashif KhanMuhammad IrfanNoor Ul AminImran Khan SwatiHeqing JiangSaeed Gul,2026,https://link.springer.com/chapter/10.1007/978-981-96-1602-2_12,Chapter
Deployment of Deep Learning Networks,Deep Learning Networks,,,,10.1007/978-3-031-39244-3_8,Jayakumar SingaramS. S. IyengarAzad M.  Madni,2024,https://link.springer.com/chapter/10.1007/978-3-031-39244-3_8,Chapter
From Afghanistan and Pakistan to Turkey and the EU: Producing Infrastructures of Transit,Infrastructure of Transit,,,,10.1007/978-3-658-52250-6_3,Philipp Ratfisch,2026,https://link.springer.com/chapter/10.1007/978-3-658-52250-6_3,Chapter
Biological Processes of Biogas Purification,Handbook of Biogas Energy,,,,10.1007/978-981-99-7917-2_23-1,Alok Kumar YadavUmesh Chandra SharmaSourav Maity,2026,https://link.springer.com/rwe/10.1007/978-981-99-7917-2_23-1,Living reference work entry
Quantum adversarial learning for kernel methods,Quantum Machine Intelligence,,,,10.1007/s42484-025-00238-8,Giuseppe MontalbanoLeonardo Banchi,2025,https://link.springer.com/article/10.1007/s42484-025-00238-8,Article
A semi-supervised domain adaptive learning approach to unstructured road region semantic segmentation for greenhouse robots,Soft Computing,,,,10.1007/s00500-026-11381-0,Bishu GaoLiang GongWei ZhangYingxin WuGengjie LinZekai ZhangYanming LiChengliang Liu,2026,https://link.springer.com/article/10.1007/s00500-026-11381-0,Article
Reverse Osmosis,"Boiler Operation Engineering, 4e, Volume 2",,,,10.1007/978-981-96-3793-5_3,Parthasarathi Chattopadhyay,2026,https://link.springer.com/chapter/10.1007/978-981-96-3793-5_3,Chapter
Influence of aggregate characteristics on concrete pavement performance: a review,Innovative Infrastructure Solutions,,,,10.1007/s41062-026-02822-8,Fereshteh RahmaniAlka SubediHyunhwan KimSoon-Jae Lee,2026,https://link.springer.com/article/10.1007/s41062-026-02822-8,Article
A Critical View on&#xa0;Blockchain Rollups,Security and Privacy in Smart Environments,,,,10.1007/978-3-031-66708-4_10,Angeliki KatsikaLydia NegkaGeorgios SpathoulasVassilis Plagianakos,2025,https://link.springer.com/chapter/10.1007/978-3-031-66708-4_10,Chapter
Data space randomization for securing cyber-physical systems,International Journal of Information Security,,,,10.1007/s10207-021-00568-1,Bradley PotteigerFeiyang CaiZhenkai ZhangXenofon Koutsoukos,2021,https://link.springer.com/article/10.1007/s10207-021-00568-1,Article
Crypto-Encoding Communication with Graph Theory,"Mathematical Modeling, Applied Analysis and Computational Methods",,,,10.1007/978-981-96-3460-6_11,Pariksha GuptaSangeeta GuptaSweta Srivastav,2025,https://link.springer.com/chapter/10.1007/978-981-96-3460-6_11,Conference paper
The Role of&#xa0;Abstraction in&#xa0;Model Checking,"Analysis, Verification and Transformation for Declarative Programming and Intelligent Systems",,,,10.1007/978-3-031-31476-6_8,María-del-Mar GallardoPedro MerinoLaura Panizo,2023,https://link.springer.com/chapter/10.1007/978-3-031-31476-6_8,Chapter
Port Cybersecurity: Balancing Evolving Regulatory Compliance with Enterprise Risk Management,Smart Ports and Robotic Systems,,,,10.1007/978-3-031-25296-9_13,Andrew BaskinMax Bobys,2023,https://link.springer.com/chapter/10.1007/978-3-031-25296-9_13,Chapter
Role-based access using partial homomorphic encryption for securing cloud data,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-01896-2,Urvashi Rahul SaxenaTaj Alam,2023,https://link.springer.com/article/10.1007/s13198-023-01896-2,Article
Challenges and Solutions in Drug Product Process Development from a Material Science Perspective,Optimization of Pharmaceutical Processes,,,,10.1007/978-3-030-90924-6_16,Fanny StaufferPierre-François ChavezJulie FahierCorentin LarcyMehrdad PashaGabrielle Pilcer,2022,https://link.springer.com/chapter/10.1007/978-3-030-90924-6_16,Chapter
iCetus: A Semi-automatic Parallel Programming Assistant,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-030-99372-6_2,Parinaz BarakhshanRudolf Eigenmann,2022,https://link.springer.com/chapter/10.1007/978-3-030-99372-6_2,Conference paper
Compiler Support for&#xa0;Semi-manual AoS-to-SoA Conversions with&#xa0;Data Views,Parallel Processing and Applied Mathematics,,,,10.1007/978-3-031-85697-6_20,Pawel K. RadtkeTobias Weinzierl,2025,https://link.springer.com/chapter/10.1007/978-3-031-85697-6_20,Conference paper
J-Parallelio: Automatic Parallelization Framework for&#xa0;Java Virtual Machine,Intelligent Computing,,,,10.1007/978-3-031-37963-5_22,Piotr ListkiewiczKrzysztof StuglikMateusz KulczykMarcin Pietron,2023,https://link.springer.com/chapter/10.1007/978-3-031-37963-5_22,Conference paper
An efficient propositional system for Abductive Logic Programming,Artificial Intelligence Review,,,,10.1007/s10462-024-10928-7,Marco GavanelliPascual Julián-IranzoFernando Sáenz-Pérez,2024,https://link.springer.com/article/10.1007/s10462-024-10928-7,Article
"A First Step Toward a New Typology for Classifying European Container Terminals, Identifying Relevant Container Terminal Factors",Green Innovation Protocols for Different Typologies of Ports,,,,10.1007/978-3-031-82119-6_3,Wouter SchmidtClaudio FerrariThierry VanelslanderEdwin van Hassel,2026,https://link.springer.com/chapter/10.1007/978-3-031-82119-6_3,Chapter
"Quantum computing for edge AI: opportunities, challenges, and future research directions",The Journal of Supercomputing,,,,10.1007/s11227-026-08436-2,Hoa Tran-DangDong-Seong Kim,2026,https://link.springer.com/article/10.1007/s11227-026-08436-2,Article
A new method of software vulnerability detection based on a quantum neural network,Scientific Reports,,,,10.1038/s41598-022-11227-3,Xin ZhouJianmin PangFeng YueFudong LiuJiayu GuoWenfu LiuZhihui SongGuoqiang ShuBing XiaZheng Shan,2022,https://link.springer.com/article/10.1038/s41598-022-11227-3,Article
Role of Public-Funded Research in Development of Seed Sector in India,Indian Seed Sector,,,,10.1007/978-981-96-0714-3_4,Firoz HossainDevendra Kumar YadavaAshok Kumar Singh,2025,https://link.springer.com/chapter/10.1007/978-981-96-0714-3_4,Chapter
Trusted Execution Environments for&#xa0;Quantum Computers,Design Automation for Quantum Computing,,,,10.1007/978-3-032-09303-5_13,Theodoros TrochatosChuanqi XuSanjay DeshpandeYao LuYongshan DingJakub Szefer,2026,https://link.springer.com/chapter/10.1007/978-3-032-09303-5_13,Chapter
From C to&#xa0;Rust – How Feasible is it?,"Product-Focused Software Process Improvement. Industry, Doctoral-Symposium, Tutorial, and Workshop Papers",,,,10.1007/978-3-032-12092-2_2,Ella ViirolaJohan HummelEmma SöderbergAndreas BexellPeter KorneviUlf Asklund,2026,https://link.springer.com/chapter/10.1007/978-3-032-12092-2_2,Conference paper
Ethiopian Jews in Israeli Society,The Palgrave International Handbook of Israel,,,,10.1007/978-981-16-2717-0_95-1,Hagar SalamonSteven Kaplan,2024,https://link.springer.com/rwe/10.1007/978-981-16-2717-0_95-1,Living reference work entry
Empirical studies on adversarial reverse engineering with students,Empirical Software Engineering,,,,10.1007/s10664-026-10908-1,Tab Tianyi ZhangBjorn De SutterChristian CollbergBart CoppensWaleed Mebane,2026,https://link.springer.com/article/10.1007/s10664-026-10908-1,Article
